"","trial","accent","stress","type","target","stressed.syllable.L1","stressed.syllable.L2","L1.L2","Nsyllables_correct","condition","stressSCORE","sDURz","peakAMPz","peakF0z","peakDEC","stressed_mistimingL2L1","correct","asynchrony","asynchrony_L2L1","time_syl_L2","time_syl_L1","time_stress","time_beat","stressed_syllable","syllables_detected","ppn","stressed_mistiming_raw"
"286","P.C4.1","no","same","-written accent, -stress difference","mandarina",3,3,0,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"287","P.C4.2","no","same","-written accent, -stress difference","sistema",2,2,0,3,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"288","P.C4.3","no","same","-written accent, -stress difference","bailarina",3,3,0,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"289","C1.I.1","yes","difference","+written accent, +stress difference","análisis",3,2,1,4,"gesture",1.6047800256907,1.38064433925224,1.85039700390291,1.63192843166516,-4.38395889926483,0,"L2 correct",155,-155,1341,1586,1341,1496,2,4,"Pilot_PPN_2",0
"290","C1.I.2","yes","difference","+written accent, +stress difference","centímetro",3,2,1,4,"gesture",1.21479418604667,0.474929309547593,1.99226086322713,1.21400433039701,-1.07832755465506,0,"L2 correct",-80,80,1426,1516,1426,1346,2,4,"Pilot_PPN_2",0
"291","C1.I.3","yes","difference","+written accent, +stress difference","pirámide",3,2,1,4,"gesture",1.24044224051148,1.45873965520665,1.40904320737127,0.891133017759905,-3.28295294964971,0,"L2 correct",25,-25,1381,1406,1381,1406,2,4,"Pilot_PPN_2",0
"292","C1.I.4","yes","difference","+written accent, +stress difference","cardiólogo",3,2,1,4,"gesture",1.28995964859127,1.22781866590629,1.89948343235568,0.781666533832799,-1.91975893432641,0,"L2 correct",-30,30,1295,1486,1295,1265,2,4,"Pilot_PPN_2",0
"293","C1.I.5","yes","difference","+written accent, +stress difference","máquina",2,1,1,3,"gesture",1.0097939810332,1.2209486605492,0.967366550440136,0.871666549717333,-2.04362234184043,-286,"L2 incorrect & L1 mismatch",-311,311,1210,1436,1496,1185,3,3,"Pilot_PPN_2",0
"294","C1.I.6","yes","difference","+written accent, +stress difference","automóvil",4,3,1,4,"gesture",1.00718039386076,0.754906612926529,1.54430519558621,0.752849991065339,-2.49443920870499,0,"L2 correct",385,-385,1381,1546,1381,1766,3,4,"Pilot_PPN_2",0
"295","C1.I.7","yes","difference","+written accent, +stress difference","teléfono",3,2,1,4,"gesture",1.00767265818277,0.582855668539352,1.76005634078469,0.710641500320709,-1.14041453714162,0,"L2 correct",5,-5,1361,1631,1361,1366,2,4,"Pilot_PPN_2",0
"296","C1.I.8","yes","difference","+written accent, +stress difference","fórmula",2,1,1,3,"gesture",1.0934759027456,0.840933552028553,1.45564499334736,1.01698479627741,-1.10504647363587,0,"L2 correct",30,-30,1260,1411,1260,1290,1,3,"Pilot_PPN_2",0
"297","C1.I.9","yes","difference","+written accent, +stress difference","acróbata",3,2,1,4,"gesture",0.787037964058738,-0.253143930290521,1.66765825783595,0.970449199905289,-3.1895509061776,0,"L2 correct",-50,50,1205,1336,1205,1155,2,4,"Pilot_PPN_2",0
"298","C1.I.10","yes","difference","+written accent, +stress difference","satélito",3,2,1,4,"gesture",1.20073170192929,-0.37276944424198,3.01841381796403,0.992936541215202,-4.15803984779006,0,"L2 correct",-15,15,1446,1486,1446,1431,2,4,"Pilot_PPN_2",0
"299","C1.I.11","yes","difference","+written accent, +stress difference","gráfico",2,1,1,3,"gesture",1.02444345855759,-0.120182811740648,1.95969719166724,1.26485973691459,-1.31101264948984,0,"L2 correct",20,-20,1260,1315,1260,1280,1,3,"Pilot_PPN_2",0
"300","C1.I.12","yes","difference","+written accent, +stress difference","océano",3,2,1,4,"gesture",0.787694521639705,1.00870188251292,0.655239993902351,0.723011219462624,-3.90300260181061,-221,"L2 incorrect & L1 mismatch",-241,241,1626,1787,1847,1606,4,4,"Pilot_PPN_2",0
"301","C1.I.13","yes","difference","+written accent, +stress difference","carnívora",3,2,1,4,"gesture",1.08052546690096,0.975873484638887,1.56451472785713,0.733931384173559,-2.14350172457466,-106,"L2 correct",-10,10,1290,1396,1396,1386,3,4,"Pilot_PPN_2",0
"302","C1.I.14","yes","difference","+written accent, +stress difference","católico",3,2,1,4,"gesture",1.71895675485421,1.14021714875309,2.68030022666569,1.38844248777581,-3.44793440076148,0,"L2 correct",-25,25,1416,1546,1416,1391,2,4,"Pilot_PPN_2",0
"303","C1.I.15","yes","difference","+written accent, +stress difference","demócrata",3,2,1,4,"gesture",0.959873101734275,0.303103260948526,1.93763291439658,0.667970193546632,-2.09298867209895,0,"L2 correct",45,-45,1190,1476,1190,1235,2,4,"Pilot_PPN_2",0
"304","C1.I.16","yes","difference","+written accent, +stress difference","gramófono",3,2,1,4,"gesture",1.34282568589261,0.790367683965458,2.16832130115379,1.11047976000989,-4.00590142542444,0,"L2 correct",151,-151,1265,1586,1265,1416,2,4,"Pilot_PPN_2",0
"305","C1.I.17","yes","difference","+written accent, +stress difference","micrófono",3,2,1,4,"gesture",1.73191354735116,0.890191351062168,3.08554849672586,1.27248302297306,-3.50007680815975,0,"L2 correct",95,-95,1817,2202,1817,1912,2,4,"Pilot_PPN_2",0
"306","C1.I.18","yes","difference","+written accent, +stress difference","metáfora",3,2,1,4,"gesture",1.56572101231466,1.04689563373538,2.48573328749678,1.21198020699408,-2.63538023315834,0,"L2 correct",15,-15,1396,1616,1396,1411,2,4,"Pilot_PPN_2",0
"307","C1.I.19","yes","difference","+written accent, +stress difference","catástrofe",3,2,1,4,"gesture",1.48667241029183,0.783738525063853,2.10172888597374,1.61960049893765,-2.90973473374595,0,"L2 correct",-75,75,1315,1586,1315,1240,2,4,"Pilot_PPN_2",0
"308","C1.I.20","yes","difference","+written accent, +stress difference","cafetería",3,4,-1,5,"gesture",1.35590681417819,-0.408824641633335,3.15377149705962,1.3638616723864,-2.16126418051124,-356,"L2 incorrect & L1 mismatch",5,5,1877,1716,1521,1526,2,5,"Pilot_PPN_2",0
"309","C1.E.21","yes","difference","+written accent, +stress difference","sofá",1,2,-1,2,"gesture",1.13904349669084,0.869346779947485,1.38586794293925,1.19643223678247,-2.4219695151719,0,"L2 correct",-150,-150,1290,1120,1290,1140,2,2,"Pilot_PPN_2",0
"310","C2.I.1","no","difference","-written accent, +stress difference","clima",2,1,1,2,"gesture",0.938475265518573,0.747808801828274,1.36150698596528,0.734548653171818,-2.01384989939413,-35,"L2 correct",-10,10,1210,1245,1245,1235,2,2,"Pilot_PPN_2",0
"311","C2.I.2","no","difference","-written accent, +stress difference","vacaciones",2,3,-1,4,"gesture",1.2719615561751,0.806760720535428,1.59048175331417,1.45718648425676,-1.22248168857368,0,"L2 correct",-321,-321,1601,1310,1601,1280,3,4,"Pilot_PPN_2",0
"312","C2.I.3","no","difference","-written accent, +stress difference","profesor",2,3,-1,3,"gesture",1.16136255151237,0.845714131173397,1.57667703206447,1.09688929589054,-1.92505795800525,0,"L2 correct",-130,-130,1676,1486,1676,1546,3,3,"Pilot_PPN_2",0
"313","C2.I.4","no","difference","-written accent, +stress difference","ventilador",3,4,-1,4,"gesture",1.04162087914869,0.992543314236504,1.13280833712315,1.03107525515154,-3.20340966941217,0,"L2 correct",-185,-185,1586,1396,1586,1401,4,4,"Pilot_PPN_2",0
"314","C2.I.5","no","difference","-written accent, +stress difference","internet",1,3,-2,3,"gesture",0.998477884510183,-0.944429449274867,2.69784489911914,1.27227510927749,-1.1083179396727,-296,"L2 incorrect & L1 mismatch",15,15,1566,1270,1270,1285,1,3,"Pilot_PPN_2",0
"315","C2.I.6","no","difference","-written accent, +stress difference","mamut",1,2,-1,2,"gesture",0.847889683559206,0.61365594428224,1.3885746487002,0.567132084469693,-3.16616137908227,0,"L2 correct",20,20,1185,1080,1185,1205,2,2,"Pilot_PPN_2",0
"316","C2.I.7","no","difference","-written accent, +stress difference","horizonte",1,3,-2,4,"gesture",1.03536223193477,0.556290947134914,1.59412433286022,0.987046028898117,-1.82432675867369,0,"L2 correct",-76,-76,1391,1155,1391,1315,3,4,"Pilot_PPN_2",0
"317","C2.I.8","no","difference","-written accent, +stress difference","doctor",1,2,-1,2,"gesture",0.898113816743933,0.719578569576191,1.32101233046321,0.680966120396754,-1.73142956499021,0,"L2 correct",-205,-205,1305,1095,1305,1100,2,2,"Pilot_PPN_2",0
"318","C2.I.9","no","difference","-written accent, +stress difference","radiador",2,3,-1,3,"gesture",1.40717433984112,0.878858780160114,2.2897545956925,1.0955512903326,-3.93537563280154,0,"L2 correct",-45,-45,1516,1336,1516,1471,3,3,"Pilot_PPN_2",0
"319","C2.I.10","no","difference","-written accent, +stress difference","ilustrador",3,4,-1,4,"gesture",1.18490567447024,1.14449878532978,1.44286977712649,1.00325469351415,-2.56807698148191,0,"L2 correct",-371,-371,1531,1320,1531,1160,4,4,"Pilot_PPN_2",0
"320","C2.I.11","no","difference","-written accent, +stress difference","color",1,2,-1,2,"gesture",0.821828835333684,0.801243710606479,1.10934833157677,0.579798367918826,-2.85365927591715,0,"L2 correct",0,0,1190,1135,1190,1190,2,2,"Pilot_PPN_2",0
"321","C2.I.12","no","difference","-written accent, +stress difference","error",1,2,-1,2,"gesture",0.92922784899846,0.463600445571754,1.56314540528543,0.789096115804818,-2.394486921012,0,"L2 correct",0,0,1215,1160,1215,1215,2,2,"Pilot_PPN_2",0
"322","C2.I.13","no","difference","-written accent, +stress difference","factor",1,2,-1,2,"gesture",1.30644324051073,0.718867293966977,2.01969931643922,1.22035230023237,-3.823287980955,0,"L2 correct",-161,-161,1346,1105,1346,1185,2,2,"Pilot_PPN_2",0
"323","C2.I.14","no","difference","-written accent, +stress difference","festival",1,3,-2,3,"gesture",1.04120414465381,1.03388943120048,1.1319475923653,0.989327051142735,-3.21797720705615,0,"L2 correct",-205,-205,1601,1346,1601,1396,3,3,"Pilot_PPN_2",0
"324","C2.I.15","no","difference","-written accent, +stress difference","uniforme",1,3,-2,4,"gesture",1.15175892126319,0.758452223619123,1.74338760540234,0.988338720260921,-4.42275969812124,0,"L2 correct",-25,-25,1466,1220,1466,1441,3,4,"Pilot_PPN_2",0
"325","C2.I.16","no","difference","-written accent, +stress difference","alcohol",1,3,-2,3,"gesture",1.1124808497318,0.763807645011029,1.81142737910937,0.795919065975959,-2.88920348380077,0,"L2 correct",-176,-176,1366,1100,1366,1190,3,3,"Pilot_PPN_2",0
"326","C2.I.17","no","difference","-written accent, +stress difference","actor",2,2,0,2,"gesture",1.4230636055794,0.736254027190333,2.20028685036744,1.37577307874344,-2.59203311294743,0,"L2 correct",-5,-5,1406,1406,1406,1401,2,2,"Pilot_PPN_2",0
"327","C2.I.18","no","difference","-written accent, +stress difference","alergia",3,2,1,3,"gesture",1.21030188738568,1.02574492859499,1.80343939142272,0.838397156908596,-1.46066361176668,0,"L2 correct",20,-20,1300,1556,1300,1320,2,3,"Pilot_PPN_2",0
"328","C2.I.19","no","difference","-written accent, +stress difference","farmacia",3,2,1,3,"gesture",0.857218029641765,-0.40138298050843,1.77781108619456,1.2212022871677,-2.23350829647438,25,"L2 incorrect & L1 mismatch",86,-86,1315,1416,1290,1376,1,3,"Pilot_PPN_2",0
"329","C2.I.20","no","difference","-written accent, +stress difference","aristocracia",5,4,1,5,"gesture",1.20457938235024,1.20292778612097,1.35077309948812,1.0965396669674,-2.69639251127546,0,"L2 correct",-346,346,1566,1782,1566,1220,4,5,"Pilot_PPN_2",0
"330","C2.E.21","no","difference","-written accent, +stress difference","elefantes",1,3,-2,4,"gesture",0.979240943871126,0.127451538341045,1.56293318821501,1.27701207305342,-2.28881581571363,0,"L2 correct",-196,-196,1366,1070,1366,1170,3,4,"Pilot_PPN_2",0
"331","C3.I.1","yes","same","+written accent, -stress difference","brócoli",1,1,0,3,"gesture",1.26077852260462,0.289379572040097,2.28726232615507,1.24389907939458,-3.32434148807886,0,"L2 correct",105,105,1506,1506,1506,1611,1,3,"Pilot_PPN_2",0
"332","C3.I.2","yes","same","+written accent, -stress difference","político",2,2,0,4,"gesture",0.935720944779419,-0.226840735118154,1.94552232954557,1.11683642005567,-3.58112991890721,0,"L2 correct",-45,-45,1265,1265,1265,1220,2,4,"Pilot_PPN_2",0
"333","C3.I.3","yes","same","+written accent, -stress difference","cámara",1,1,0,3,"gesture",0.922477914325981,0.512881325622527,1.59820199565229,0.684304297894822,-1.06215114082397,100,"L2 incorrect & L1 mismatch",21,21,1220,1220,1320,1341,2,3,"Pilot_PPN_2",0
"334","C3.I.4","yes","same","+written accent, -stress difference","número",1,1,0,3,"gesture",0.640489182839172,-1.23261328594665,2.63079980936421,0.542689788216294,-3.41059412408561,0,"L2 correct",5,5,1035,1035,1035,1040,1,3,"Pilot_PPN_2",0
"335","C3.I.5","yes","same","+written accent, -stress difference","fútbol",1,1,0,2,"gesture",1.21884923519613,0.920719123764985,1.88842229787166,0.884341109260732,-3.09053996932198,80,"L2 incorrect & L1 mismatch",-20,-20,1155,1155,1235,1215,2,2,"Pilot_PPN_2",0
"336","C3.I.6","yes","same","+written accent, -stress difference","saxofón",3,3,0,3,"gesture",1.55205664731571,0.972097297463202,2.06692017955946,1.66418448454009,-3.68541601943252,0,"L2 correct",-10,-10,1616,1616,1616,1606,3,3,"Pilot_PPN_2",0
"337","C3.I.7","yes","same","+written accent, -stress difference","carácter",2,2,0,3,"gesture",0.992769753906885,0.949100919341754,1.19953639910505,0.859755875210427,-2.14902052460434,291,"L2 incorrect & L1 mismatch",-326,-326,1285,1285,1576,1250,3,3,"Pilot_PPN_2",0
"338","C3.I.8","yes","same","+written accent, -stress difference","analítico",3,3,0,5,"gesture",1.00174601381837,0.139876051272001,1.90416395640633,0.991553973589469,-5.10856910403004,0,"L2 correct",35,35,1411,1411,1411,1446,3,5,"Pilot_PPN_2",0
"339","C3.I.9","yes","same","+written accent, -stress difference","círculo",1,1,0,3,"gesture",1.41787705557838,0.00877944113696303,3.08144896655865,1.20636873042067,-3.68005002308144,0,"L2 correct",85,85,1351,1351,1351,1436,1,3,"Pilot_PPN_2",0
"340","C3.I.10","yes","same","+written accent, -stress difference","álbum",1,1,0,2,"gesture",1.01373486520554,0.6173161916552,1.69850317670168,0.756104465599292,-0.930767311198906,136,"L2 incorrect & L1 mismatch",-36,-36,1200,1200,1336,1300,2,2,"Pilot_PPN_2",0
"341","C3.I.11","yes","same","+written accent, -stress difference","ángel",1,1,0,2,"gesture",0.80464770520982,0.649099621358181,1.27072508178328,0.518501676282232,-0.977761729784334,26,"L2 incorrect & L1 mismatch",25,25,1310,1310,1336,1361,2,2,"Pilot_PPN_2",0
"342","C3.I.12","yes","same","+written accent, -stress difference","capitán",3,3,0,3,"gesture",1.31005262714667,0.776567207348827,1.97809684106567,1.21519239748449,-1.10697420717713,0,"L2 correct",-55,-55,1406,1406,1406,1351,3,3,"Pilot_PPN_2",0
"343","C3.I.13","yes","same","+written accent, -stress difference","pragmática",2,2,0,4,"gesture",1.56841383717212,0.332775952750133,3.07574919765628,1.34424405314545,-1.99868372540504,0,"L2 correct",15,15,1250,1250,1250,1265,2,4,"Pilot_PPN_2",0
"344","C3.I.14","yes","same","+written accent, -stress difference","volcán",2,2,0,2,"gesture",1.06589636448341,0.709056682349862,1.37552996728551,1.1454023336477,-2.10357353574443,0,"L2 correct",-20,-20,1280,1280,1280,1260,2,2,"Pilot_PPN_2",0
"345","C3.I.15","yes","same","+written accent, -stress difference","teoría",3,3,0,4,"gesture",1.09136435772196,1.54614072246866,0.921373735597368,0.83965026230354,-3.28158963915791,-186,"L2 incorrect & L1 mismatch",75,75,1341,1341,1155,1230,2,4,"Pilot_PPN_2",0
"346","C3.I.16","yes","same","+written accent, -stress difference","geográfico",3,3,0,5,"gesture",1.34810217327261,1.43420423847796,1.61095750885437,1.03999635349376,-2.49994697402678,0,"L2 correct",-20,-20,1601,1601,1601,1581,3,5,"Pilot_PPN_2",0
"347","C3.I.17","yes","same","+written accent, -stress difference","académico",3,3,0,5,"gesture",1.41925187573525,1.23541939003246,1.99945104360787,1.06589282616346,-1.20874930735363,0,"L2 correct",-15,-15,1356,1356,1356,1341,3,5,"Pilot_PPN_2",0
"348","C3.I.18","yes","same","+written accent, -stress difference","romántico",2,2,0,4,"gesture",1.34672051028657,1.30705898514255,1.80289680118936,0.971015456960718,-1.04601154355771,0,"L2 correct",-10,-10,1356,1356,1356,1346,2,4,"Pilot_PPN_2",0
"349","C3.I.19","yes","same","+written accent, -stress difference","espárrago",2,2,0,4,"gesture",1.24501584920608,-0.352076683391223,3.10997023403277,1.01488174998295,-1.51072463490368,0,"L2 correct",0,0,1275,1275,1275,1275,2,4,"Pilot_PPN_2",0
"350","C3.I.20","yes","same","+written accent, -stress difference","helicóptero",3,3,0,5,"gesture",0.839679306952035,1.48491813076393,0.463001475296484,0.596563142279091,-2.33995949885059,315,"L2 incorrect & L1 mismatch",-466,-466,1401,1401,1716,1250,5,5,"Pilot_PPN_2",0
"351","C3.E.21","yes","same","+written accent, -stress difference","histórico",2,2,0,4,"gesture",1.42404914021335,0.683935041512756,2.3025884813476,1.32877690202857,-1.91094121702395,0,"L2 correct",0,0,1255,1255,1255,1255,2,4,"Pilot_PPN_2",0
"352","C4.I.1","no","same","-written accent, -stress difference","parasol",3,3,0,3,"gesture",1.24963495635152,0.715856262926048,1.90553534595934,1.16538098611921,-5.39313407071768,0,"L2 correct",-140,-140,1591,1591,1591,1451,3,3,"Pilot_PPN_2",0
"353","C4.I.2","no","same","-written accent, -stress difference","universidad",5,5,0,5,"gesture",1.68582978526693,0.630557731664718,1.03363959087129,3.44437778433347,-1.23880800597124,0,"L2 correct",-190,-190,1536,1536,1536,1346,5,5,"Pilot_PPN_2",0
"354","C4.I.3","no","same","-written accent, -stress difference","formulario",3,3,0,4,"gesture",1.07386928096203,0.562874372230418,1.83664944838936,0.854625515628812,-3.64337578600907,0,"L2 correct",30,30,1381,1381,1381,1411,3,4,"Pilot_PPN_2",0
"355","C4.I.4","no","same","-written accent, -stress difference","mango",1,1,0,2,"gesture",1.31461400592927,0.811679449913428,1.82451087281833,1.3474884831145,-1.23330941426502,5,"L2 incorrect & L1 mismatch",0,0,1320,1320,1325,1325,2,2,"Pilot_PPN_2",0
"356","C4.I.5","no","same","-written accent, -stress difference","tomate",2,2,0,3,"gesture",0.926340841037448,-0.269124283085961,2.13067887826285,0.945538862512351,-0.996452437835501,0,"L2 correct",-6,-6,1331,1331,1331,1325,2,3,"Pilot_PPN_2",0
"357","C4.I.6","no","same","-written accent, -stress difference","princesa",2,2,0,3,"gesture",1.5654995725922,1.54829243206665,1.56485782363206,1.63078784306552,-4.07604781531438,-181,"L2 incorrect & L1 mismatch",176,176,1426,1426,1245,1421,1,3,"Pilot_PPN_2",0
"358","C4.I.7","no","same","-written accent, -stress difference","cables",1,1,0,2,"gesture",1.80162741425533,1.47491095285125,2.24786298978584,1.73670307025784,-0.821150704223101,0,"L2 correct",21,21,1325,1325,1325,1346,1,2,"Pilot_PPN_2",0
"359","C4.I.8","no","same","-written accent, -stress difference","proceso",2,2,0,3,"gesture",0.946236612617102,-0.674836173618369,2.30658300719524,1.23563684102041,-1.81936623276692,0,"L2 correct",-70,-70,1180,1180,1180,1110,2,3,"Pilot_PPN_2",0
"360","C4.I.9","no","same","-written accent, -stress difference","papel",2,2,0,2,"gesture",1.18009958135775,0.527820655897274,1.84658366614138,1.20165501540906,-3.14473835388048,0,"L2 correct",5,5,1406,1406,1406,1411,2,2,"Pilot_PPN_2",0
"361","C4.I.10","no","same","-written accent, -stress difference","programa",2,2,0,3,"gesture",0.806385683595253,0.963945602529616,0.648788841320688,0.830858536741372,-2.7642619519479,126,"L2 incorrect & L1 mismatch",-136,-136,1245,1245,1371,1235,3,3,"Pilot_PPN_2",0
"362","C4.I.11","no","same","-written accent, -stress difference","ensalada",2,3,-1,4,"gesture",1.14022523952785,1.26095456129426,1.18073230372882,1.01354113354616,-1.10975157841563,0,"L2 correct",-20,-20,1295,1260,1295,1275,3,4,"Pilot_PPN_2",0
"363","C4.I.12","no","same","-written accent, -stress difference","chocolate",3,3,0,4,"gesture",1.17700648206454,0.682796917446102,1.34626367351218,1.53762571832819,-3.24338441921441,-226,"L2 incorrect & L1 mismatch",161,161,1506,1506,1280,1441,1,4,"Pilot_PPN_2",0
"364","C4.I.13","no","same","-written accent, -stress difference","limonada",3,3,0,4,"gesture",1.11002770626123,1.00737827573048,1.6689548135,0.687387232773227,-2.09915975618799,-191,"L2 incorrect & L1 mismatch",20,20,1376,1376,1185,1205,2,4,"Pilot_PPN_2",0
"365","C4.I.14","no","same","-written accent, -stress difference","restaurante",3,3,0,4,"gesture",1.06431286956685,1.08982224160503,1.28144725602395,0.853921016209942,-1.07730840831198,0,"L2 correct",-326,-326,1611,1611,1611,1285,3,4,"Pilot_PPN_2",0
"366","C4.I.15","no","same","-written accent, -stress difference","blusa",1,1,0,2,"gesture",1.47547695578747,1.19323631299648,2.020817093344,1.25708888392456,-1.34783830661172,0,"L2 correct",-30,-30,1295,1295,1295,1265,1,2,"Pilot_PPN_2",0
"367","C4.I.16","no","same","-written accent, -stress difference","cabina",2,2,0,3,"gesture",1.11974985020943,0.290238331318387,2.18600737512069,0.916935657831941,-2.97315537681811,0,"L2 correct",10,10,1240,1240,1240,1250,2,3,"Pilot_PPN_2",0
"368","C4.I.17","no","same","-written accent, -stress difference","familia",2,2,0,3,"gesture",1.37232983393116,1.01694704694044,1.98854991138139,1.15307829601501,-0.886576283535305,0,"L2 correct",25,25,1341,1341,1341,1366,2,3,"Pilot_PPN_2",0
"369","C4.I.18","no","same","-written accent, -stress difference","canal",2,2,0,2,"gesture",0.996272353389874,0.546074673159437,1.773497561761,0.699434896564034,-1.09914784856301,0,"L2 correct",31,31,1305,1305,1305,1336,2,2,"Pilot_PPN_2",0
"370","C4.I.19","no","same","-written accent, -stress difference","centro",1,1,0,2,"gesture",1.08652503758962,0.938839301670105,1.30474767638258,1.04891313585526,-1.80042883632473,226,"L2 incorrect & L1 mismatch",-191,-191,1145,1145,1371,1180,2,2,"Pilot_PPN_2",0
"371","C4.I.20","no","same","-written accent, -stress difference","insectos",2,2,0,3,"gesture",1.56065051892034,-0.72577936926177,2.38601483033576,3.06900853565431,-1.89920755322373,0,"L2 correct",20,20,1250,1250,1250,1270,2,3,"Pilot_PPN_2",0
"372","C4.E.21","no","same","-written accent, -stress difference","planeta",2,2,0,3,"gesture",0.896807991442666,-0.328238567103418,2.15154970471269,0.894288836459414,-4.38927099336343,0,"L2 correct",30,30,1396,1396,1396,1426,2,3,"Pilot_PPN_2",0
"373","P.C1.1","yes","difference","+written accent, +stress difference","simpático",3,2,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"374","P.C1.2","yes","difference","+written accent, +stress difference","símbolo",2,1,1,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"375","P.C1.3","yes","difference","+written accent, +stress difference","kilómetro",3,2,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"376","P.C2.1","no","difference","-written accent, +stress difference","carnaval",1,3,-2,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"377","P.C2.2","no","difference","-written accent, +stress difference","democracia",4,3,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"378","P.C2.3","no","difference","-written accent, +stress difference","voleibol",1,3,-2,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"379","P.C3.1","yes","same","+written accent, -stress difference","económico",3,3,0,5,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"380","P.C3.2","yes","same","+written accent, -stress difference","energía",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"381","P.C3.3","yes","same","+written accent, -stress difference","ecología",4,4,0,5,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"382","P.C4.1","no","same","-written accent, -stress difference","mandarina",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"383","P.C4.2","no","same","-written accent, -stress difference","sistema",2,2,0,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"384","P.C4.3","no","same","-written accent, -stress difference","bailarina",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
